v_id;lon;lat;wkt_srid_4326;typ;voltage;frequency;name;operator;ref
218;12.21356054;54.11199985;"SRID=4326;POINT(12.2135605440795 54.1119998545154)";substation;"220000;110000";;Bentwisch;E.ON edis AG;
219;8.571258828;52.10536496;"SRID=4326;POINT(8.5712588278729 52.1053649602273)";substation;"380000;110000";50;Eickum;TenneT;
220;8.659372903;51.99961013;"SRID=4326;POINT(8.65937290290079 51.9996101318907)";substation;"380000;220000;110000";50;Umspannwerk Bechterdissen;TenneT;
221;7.311362291;53.12576656;"SRID=4326;POINT(7.31136229105814 53.1257665563186)";substation;"380000;150000;110000";"50;0";Diele;"TenneT;EON_Netz";DIEL
222;6.949483972;53.12353782;"SRID=4326;POINT(6.94948397153705 53.1235378223082)";substation;"380000;220000";;380kV Meeden;TenneT;
223;8.273278146;49.02939809;"SRID=4326;POINT(8.27327814618118 49.0293980916396)";substation;"220000;110000";50;Umspannwerk Maximiliansau;Pfalzwerke AG;
224;8.35233388;49.42127434;"SRID=4326;POINT(8.3523338799966 49.4212743386606)";substation;"220000;110000";50;Netzleitstelle Mutterstadt;Pfalzwerke;
225;7.729201979;49.48264743;"SRID=4326;POINT(7.72920197913641 49.4826474297682)";substation;"220000;110000";50;Otterbach;Amprion;
226;9.797336027;52.00083925;"SRID=4326;POINT(9.79733602695253 52.0008392513306)";substation;"220000;110000";50;Godenau;"TenneT;EON_Netz";
227;10.08215733;48.26609016;"SRID=4326;POINT(10.0821573264928 48.2660901578788)";substation;380000;50;Vöhringen Amprion;Ampirion;
228;8.627161258;49.54359527;"SRID=4326;POINT(8.62716125806072 49.5435952670263)";substation;"220000;110000";50;Umspannwerk Weinheim;;
229;8.501808517;49.44491151;"SRID=4326;POINT(8.50180851652818 49.4449115114399)";substation;"220000;110000";;Mannheim;;
230;10.39177606;48.51846091;"SRID=4326;POINT(10.391776056934 48.5184609117668)";substation;380000;;Umspannwerk Gundelfingen;Amprion;
231;7.958054023;47.59547226;"SRID=4326;POINT(7.95805402328778 47.5954722640613)";substation;"380000;220000";50;Lastverteilung/Schaltanlage Kühmoos;Schluchseewerk AG;
232;10.08375127;48.26886752;"SRID=4326;POINT(10.0837512706734 48.268867515302)";substation;"380000;220000;110000";50;Vöhringen LEW;LEW;Station Nr. 625
233;9.885515098;48.30407436;"SRID=4326;POINT(9.88551509756969 48.3040743584705)";substation;"380000;220000;110000";50;Umspannwerk Dellmensingen;EnBW;
234;9.01340238;47.84534863;"SRID=4326;POINT(9.01340238045655 47.8453486310857)";substation;"220000;110000";50;Umspannwerk Stockach;;
235;8.251925481;47.63976983;"SRID=4326;POINT(8.25192548128222 47.6397698264894)";substation;"220000;110000";50;Umspannwerk Gurtweil;EnBW;
236;9.196756526;48.91296344;"SRID=4326;POINT(9.19675652645089 48.9129634380259)";substation;"220000;110000";50;Umspannwerk Hoheneck EnBW;EnBW;
237;6.139811138;49.66860865;"SRID=4326;POINT(6.13981113770544 49.6686086456422)";substation;"220000;65000";;Heisdorf;;
238;6.620535568;49.74893867;"SRID=4326;POINT(6.62053556843084 49.7489386710632)";substation;220000;50;Station Trier;Amprion;
239;6.702285408;49.82899442;"SRID=4326;POINT(6.70228540768092 49.8289944201161)";substation;"220000;110000";50;Station Quint;"Amprion; Westnetz";
240;8.531514939;50.04787433;"SRID=4326;POINT(8.53151493939883 50.047874332134)";substation;220000;50;Station Kelsterbach;Süwag;
241;8.471371633;50.09720774;"SRID=4326;POINT(8.4713716330449 50.0972077427754)";substation;"380000;110000";50;Umspannwerk Kriftel;Amprion;
242;8.065737966;50.40606811;"SRID=4326;POINT(8.06573796639762 50.4060681118621)";substation;"380000;110000";;Station Limburg;Amprion, Süwag;
243;8.537219028;50.07808505;"SRID=4326;POINT(8.5372190281928 50.078085046277)";substation;"220000;110000";50;Höchst ?;;
244;8.542481134;50.09598835;"SRID=4326;POINT(8.54248113429862 50.0959883485051)";substation;;;;;
245;8.98953615;50.06025506;"SRID=4326;POINT(8.98953614977701 50.0602550608281)";substation;"380000;110000";50;Karlstein;Amprion;
246;8.958708562;50.08260781;"SRID=4326;POINT(8.95870856177306 50.0826078105489)";substation;"380000;220000";50;Umspannwerk Großkrotzenburg;TenneT;
247;10.36338423;47.73833681;"SRID=4326;POINT(10.363384232266 47.7383368092793)";substation;"380000;220000";50;Schaltanlage Leupolz;Amprion;
248;7.461500259;51.61461431;"SRID=4326;POINT(7.46150025901999 51.6146143079042)";generator;;;Trianel Kraftwerk Lünen;Trianel;
249;7.71823232;51.6743422;"SRID=4326;POINT(7.71823231962748 51.6743422007117)";generator;;;Gersteinwerk Block K;;
250;7.715543419;51.67364307;"SRID=4326;POINT(7.71554341949648 51.6736430744508)";generator;;;Gersteinwerk Block F;;
251;7.714594533;51.67309964;"SRID=4326;POINT(7.71459453349968 51.6730996381138)";generator;;;Gersteinwerk Block G;;
252;7.712700934;51.67266366;"SRID=4326;POINT(7.71270093431027 51.672663662233)";generator;;;Gersteinwerk Block I;;
253;7.981221596;51.67352626;"SRID=4326;POINT(7.98122159643085 51.6735262619046)";substation;"380000;110000";50;Station Lippborg;Amprion;
254;7.792567149;49.81054878;"SRID=4326;POINT(7.79256714933307 49.8105487811028)";substation;"220000;110000";50;Niederhausen;;
255;6.920130455;49.97058189;"SRID=4326;POINT(6.92013045452502 49.9705818904706)";substation;"220000;110000";;Station Wengerohr;"Amprion; Westnetz";
256;6.755523406;49.36486959;"SRID=4326;POINT(6.75552340556687 49.3648695914696)";substation;220000;50;Dieffeln;VSE;
257;8.414674596;49.70914681;"SRID=4326;POINT(8.41467459584413 49.7091468139245)";plant;;;Kernkraftwerk Biblis;RWE;
258;9.882804298;51.5155075;"SRID=4326;POINT(9.88280429847019 51.5155074976724)";substation;"220000;110000";50;Umspannwerk Rosdorf;"TenneT;AVACON";
259;9.851393573;51.64913524;"SRID=4326;POINT(9.85139357253472 51.6491352399809)";substation;"220000;110000";50;Hardegsen;"TenneT;EON_Netz";
260;8.785793025;48.5837674;"SRID=4326;POINT(8.78579302528601 48.5837674015328)";substation;"380000;110000";50;EnBW Umspannwerk Oberjettingen;EnBW;OBJTT
261;9.045434968;48.90296201;"SRID=4326;POINT(9.0454349679866 48.9029620137561)";substation;"380000;220000;110000";50;380kV-Umspannwerk Pulverdingen;EnBW Transportnetze AG;
262;9.801317167;47.65250432;"SRID=4326;POINT(9.8013171668981 47.6525043240978)";substation;380000;50;Umspannwerk Obermooweiler;;
263;9.810916892;47.1426453;"SRID=4326;POINT(9.81091689214732 47.142645296653)";substation;"380000;220000";;Umspannwerk Bürs;Vorarlberger Illwerke AG;
264;9.425512386;48.0643508;"SRID=4326;POINT(9.42551238607291 48.0643507981263)";substation;"380000;220000;110000";;Umspannwerk Herbertingen;EnBW;
265;8.104959574;52.26426137;"SRID=4326;POINT(8.10495957410199 52.2642613740358)";substation;"220000;110000";50;Station Lüstringen;Amprion;
266;12.13019063;47.91316548;"SRID=4326;POINT(12.1301906295374 47.9131654820025)";substation;220000;;Umspannwerk Marienberg;Tennet TSO GmbH, E.ON Netz GmbH;
267;6.801823657;51.12478806;"SRID=4326;POINT(6.8018236570969 51.1247880606241)";substation;"220000;110000";50;Station Sankt Peter 220 kV;RWE;
268;7.985067458;50.84222544;"SRID=4326;POINT(7.98506745761923 50.8422254447013)";substation;"220000;110000";50;Station Eiserfeld;Amprion;
269;8.284861779;50.75907352;"SRID=4326;POINT(8.284861778672 50.7590735194915)";substation;"380000;110000";50;Dillenburg;"e.on;Mitte AG";
270;7.224238427;53.34992715;"SRID=4326;POINT(7.22423842685352 53.3499271468647)";substation;"220000;110000";50;Emden-Borßum;"TenneT;EON_Netz";EMDB
271;7.20605284;53.34131925;"SRID=4326;POINT(7.20605284001418 53.3413192541639)";substation;"220000;110000";;Umspannwerk Kraftwerk Emden;;EMDE
272;9.318195236;54.71604941;"SRID=4326;POINT(9.31819523638713 54.7160494089748)";substation;"380000;220000;110000;20000";50;Flensburg;TenneT;FLEN
273;9.270633909;55.03702648;"SRID=4326;POINT(9.27063390877085 55.0370264816237)";substation;"400000;220000;150000";;400 kV Kassø;Energinet.dk;KAS
274;9.433429304;55.01872292;"SRID=4326;POINT(9.43342930362242 55.0187229179606)";substation;"220000;150000;60000";;150 kV Enstedværket;;
275;7.433489114;50.43651954;"SRID=4326;POINT(7.43348911422107 50.4365195361077)";substation;220000;;;;
276;7.593301849;50.38594379;"SRID=4326;POINT(7.59330184856855 50.3859437917469)";substation;"380000;110000";;Station Koblenz;RWE;
277;8.12215702;53.56583233;"SRID=4326;POINT(8.12215702005755 53.5658323292485)";substation;220000;50;Atlantic;;
278;11.56150747;52.12389245;"SRID=4326;POINT(11.5615074728142 52.1238924527264)";substation;"220000;110000";50;Magdeburg (50Hertz);50Hertz Transmission;
279;12.81390991;50.85791851;"SRID=4326;POINT(12.8139099116529 50.8579185114397)";substation;"380000;220000;110000";50;Umspannwerk Röhrsdorf;50Hertz;ROE
280;13.38232338;51.35599616;"SRID=4326;POINT(13.3823233828996 51.3559961579888)";substation;"380000;110000";50;Umspannwerk Streumen;50Hertz;STR
281;12.04498252;50.78125673;"SRID=4326;POINT(12.0449825161601 50.7812567340735)";substation;"380000;220000;110000";;Umspannwerk Weida;50Hertz;
282;12.5182221;51.15707259;"SRID=4326;POINT(12.5182220968156 51.1570725850832)";substation;"380000;220000;110000";50;Eula;50Hertz Transmission;
283;8.480095235;50.59092043;"SRID=4326;POINT(8.48009523461158 50.5909204313802)";substation;"380000;110000";;Umspannwerk Aßlar;E.ON Mitte AG;
284;8.656599236;50.60554913;"SRID=4326;POINT(8.65659923594081 50.6055491256016)";substation;"380000;110000";50;Umspannwerk Gießen Nord;;
285;8.081626706;52.85863748;"SRID=4326;POINT(8.08162670615254 52.858637484526)";substation;220000;50;Cloppenburg 220 kV;TenneT;
286;9.567102012;51.32525733;"SRID=4326;POINT(9.56710201161841 51.3252573276817)";substation;"220000;110000";50;Sandershausen;TenneT;
287;7.746792484;52.28851151;"SRID=4326;POINT(7.74679248425685 52.2885115081219)";substation;220000;;Kraftwerkschaltanlage Ibbenbüren;;
288;7.910729286;48.5012883;"SRID=4326;POINT(7.91072928612534 48.5012882982432)";substation;"220000;110000";50;Umspannwerk Weier;EnBW;
289;7.725706348;52.2771949;"SRID=4326;POINT(7.7257063478071 52.2771949017405)";substation;"220000;110000";50;Station Ibbenbüren;Amprion;
290;14.21922829;51.12070799;"SRID=4326;POINT(14.2192282929357 51.120707992198)";substation;"380000;110000";;Umspannwerk Schmölln;"50Hertz;ENSO";
291;14.57008655;51.41901368;"SRID=4326;POINT(14.5700865498873 51.4190136844256)";generator;;;Kraftwerk Boxberg;Vattenfall Europe;
292;11.6441811;51.90851287;"SRID=4326;POINT(11.6441811001256 51.908512873438)";substation;"220000;110000";50;Umspannwerk Förderstedt;50Hertz;MD 38
293;11.47469082;50.60401548;"SRID=4326;POINT(11.4746908222742 50.6040154814218)";plant;220000;50;Pumpspeicherkraftwerk Hohenwarte II;;
294;10.99101463;50.57352699;"SRID=4326;POINT(10.9910146333086 50.573526990181)";substation;"380000;110000";50;Umspannwerk Altenfeld;50Hertz;
295;10.50549912;52.30183791;"SRID=4326;POINT(10.5054991208047 52.3018379056382)";substation;220000;;Umspannwerk Braunschweig Nord;EON_Netz;
296;9.11362796;52.54579247;"SRID=4326;POINT(9.11362795987411 52.5457924749284)";plant;;;Kraftwerk Robert Frank;Statkraft Germany;
297;10.36923005;52.16709243;"SRID=4326;POINT(10.3692300485918 52.1670924338554)";substation;"220000;110000";50;Salzgitter-Hallendorf;"TenneT;EON_Netz";
298;10.41954063;52.23696066;"SRID=4326;POINT(10.4195406346214 52.2369606619834)";substation;220000;;Gleidingen 220 kV;TenneT;
299;10.0876468;52.31513055;"SRID=4326;POINT(10.0876467999739 52.3151305547947)";substation;"220000;110000";;Mehrum (220 kV);;
300;8.403141436;52.60964401;"SRID=4326;POINT(8.40314143640892 52.609644011383)";substation;"220000;110000";50;Station Sankt Hülfe;Amprion;
301;10.23586311;52.29345954;"SRID=4326;POINT(10.2358631058452 52.2934595399896)";substation;"380000;110000";50;Klein Ilsede;;U4
302;9.514240091;51.25903558;"SRID=4326;POINT(9.5142400914841 51.2590355805955)";substation;"380000;110000";;Umspannwerk Bergshausen;TenneT;
303;9.387651257;51.64073353;"SRID=4326;POINT(9.38765125748855 51.640733525594)";substation;"380000;220000;110000";;Umspannanlage Würgassen;;
304;9.774150438;50.52874965;"SRID=4326;POINT(9.77415043834156 50.5287496465011)";substation;"380000;110000";50;UW Dipperz;Tennet;
305;9.177459676;49.03780985;"SRID=4326;POINT(9.17745967557079 49.037809850476)";substation;"380000;110000";"50;16.7";Umrichterwerk Neckarwestheim;DB_Energie;
306;9.177311103;49.0393782;"SRID=4326;POINT(9.17731110343941 49.039378200434)";substation;380000;;Gemeinschaftskraftwerk Neckarwestheim 2;;
307;9.15135395;49.14338341;"SRID=4326;POINT(9.15135394990856 49.1433834119236)";substation;"380000;220000;110000";;380-kV-Umspannwerk Großgartach;;
308;10.187834;49.98121904;"SRID=4326;POINT(10.1878339995516 49.981219040845)";substation;380000;;Grafenrheinfeld;;GR
309;9.446918671;49.59026293;"SRID=4326;POINT(9.44691867105201 49.5902629324336)";substation;"380000;110000";50;Umspannwerk Höpfingen;EnBW;
310;9.207364431;49.17663795;"SRID=4326;POINT(9.20736443093694 49.1766379540065)";generator;;;Heizkraftwerk Heilbronn;;
311;9.694656355;49.23259254;"SRID=4326;POINT(9.69465635518013 49.2325925411591)";substation;"380000;110000";50;Umspannwerk Kupferzell;EnBW;
312;10.11748669;48.89710534;"SRID=4326;POINT(10.1174866946797 48.8971053361382)";substation;"380000;220000;110000";50;Umspannwerk Goldshöfe;EnBW;
313;12.33742291;51.19696836;"SRID=4326;POINT(12.3374229103144 51.1969683571228)";substation;"380000;110000";;Pulgar;"50 Hertz Transmission;Stadtwerke Leipzig";
314;10.86756588;48.53946909;"SRID=4326;POINT(10.8675658805484 48.5394690937344)";substation;380000;;Station Meitingen;Net;
315;10.84086956;48.23803101;"SRID=4326;POINT(10.8408695619217 48.2380310092335)";substation;"380000;220000;110000";50;Umspannwerk Oberottmarshausen;Lech-Elektrizitätswerke;173A
316;10.93672893;48.40130644;"SRID=4326;POINT(10.9367289314287 48.4013064414835)";substation;"380000;110000";50;"Umspannwerk Lechhausen; Übernahmestation Lechhausen";"Lechwerke;Stadtwerke Augsburg";"613 U;1000"
317;10.87393576;47.24442393;"SRID=4326;POINT(10.8739357569814 47.2444239286028)";substation;"380000;220000;110000";50;APG Umspannwerk Westtirol;Austrian Power Grid AG;
318;10.86376162;48.54682311;"SRID=4326;POINT(10.8637616199498 48.5468231051405)";substation;"380000;110000";;Umspannwerk Meitingen;Elektrizitätswerke Augsburg;122 U
319;9.704231499;48.46506373;"SRID=4326;POINT(9.70423149899321 48.465063732143)";substation;"380000;110000";50;EnBW Umspannwerk Laichingen;EnBW;
320;9.400631395;48.66694244;"SRID=4326;POINT(9.40063139462492 48.6669424396984)";substation;"380000;220000;110000";;EnBW Umspannwerk Wendlingen;;
321;7.572437313;48.01887499;"SRID=4326;POINT(7.5724373132812 48.0188749889275)";substation;400000;;Poste électrique de Vogelgrun;;
322;7.751862498;48.09640572;"SRID=4326;POINT(7.75186249820802 48.0964057188536)";substation;"220000;110000";50;220-kV-Umspannwerk Eichstetten;EnBW;
323;12.47724652;50.75312008;"SRID=4326;POINT(12.4772465232803 50.7531200813148)";substation;"220000;110000";50;Crossen;;
324;14.94649729;51.06258622;"SRID=4326;POINT(14.9464972856333 51.0625862159619)";substation;"380000;110000";50;Umspannwerk Hagenwerder;50Hertz;HGW
325;15.11499074;51.09057956;"SRID=4326;POINT(15.1149907448572 51.0905795559394)";substation;"400000;220000;110000";;"Stacja elektroenergetyczna ""Mikułowa"" 400/220/110 kV";PSE Operator;MIK
326;13.84126808;50.99017594;"SRID=4326;POINT(13.8412680841242 50.9901759359427)";substation;"380000;110000";50;Umspannwerk DD-Süd;"Vattenfall;ENSO Strom AG;DREWAG";
327;13.25555502;50.93017824;"SRID=4326;POINT(13.255555023675 50.9301782416399)";substation;380000;50;Freiberg/Nord (380 kV);50Hertz Transmission;
328;13.08187712;48.25652124;"SRID=4326;POINT(13.0818771201792 48.2565212405017)";substation;;;Umspannwerk St. Peter;Austrian Power Grid AG;
329;13.00278211;48.26196827;"SRID=4326;POINT(13.0027821071279 48.261968265807)";substation;220000;;Umspannwerk Simbach;Tennet, E.on Netz;
330;12.22083536;48.58573299;"SRID=4326;POINT(12.2208353620671 48.5857329876532)";substation;"220000;110000";50;Umspannwerk Altheim;TenneT TSO GmbH, E.ON Netz GmbH;AHM
331;12.74744423;48.14875584;"SRID=4326;POINT(12.7474442277007 48.1487558434787)";substation;"220000;110000";50;Umspannwerk Pirach;TenneT TSO GmbH, E.ON Netz GmbH;PI
332;13.10343464;48.66679296;"SRID=4326;POINT(13.1034346393158 48.6667929606034)";substation;"380000;220000;110000";50;Umspannwerk Pleinting;TenneT TSO GmbH, E.ON Netz GmbH;PT
333;9.196982359;54.85109861;"SRID=4326;POINT(9.19698235871826 54.8510986052119)";substation;"380000;110000;20000";50;Umspannwerk Jardelund;TenneT;
334;11.1937278;50.16221444;"SRID=4326;POINT(11.193727795361 50.1622144406172)";substation;"380000;110000";;Umspannwerk Redwitz;;RED
